0,0.013727,5.376441,0,0,1.603901,0.005346,0.004069,0.002829,0.015732,0.000053,0.007242,2.490174,0,4.305308,0.011023,0.007614,0.172177,0.000576,0.019709,6.814706,0
0,0.011737,4.294095,0,0,1.486318,0.004954,0.003886,0.002829,0.011919,0.00004,0.006303,2.113705,0,4.382508,0.01151,0.009216,0.166999,0.000559,0.020171,6.815683,0
1,0.022318,8.027422,1,0,1.619319,0.005398,0.003943,0.002524,0.014071,0.000047,0.006849,2.388272,0,5.545372,0.013959,0.010147,0.269203,0.0009,0.024925,8.923045,0
17,0.070715,23.674524,25,6,3.846659,0.012822,0.009146,0.00767,0.100177,0.000335,0.018274,5.282341,0,11.918876,0.027881,0.021344,1.310782,0.004384,0.058846,18.46225,0
1,0.036094,12.254903,6,0,2.900786,0.009669,0.006803,0.004928,0.057006,0.000191,0.013785,4.172563,0,5.752383,0.014288,0.00994,0.290919,0.000973,0.029652,9.171424,0
7,0.051126,17.533347,8,0,2.239712,0.007466,0.005788,0.00381,0.030565,0.000102,0.010094,3.309844,0,5.982024,0.015362,0.010569,0.327158,0.001094,0.028703,9.743659,0
0,0.012332,4.125509,0,0,2.717827,0.009059,0.006723,0.004322,0.039905,0.000133,0.011533,4.184323,0,3.312176,0.008248,0.005876,0.075447,0.000252,0.014787,5.20329,0
1,0.014439,5.007859,0,0,4.155087,0.01385,0.009835,0.005719,0.091701,0.000307,0.017483,6.760784,0,4.813333,0.011741,0.007333,0.159899,0.000535,0.021636,7.813231,0
1,0.015205,5.0902,0,21,6.427592,0.021425,0.015723,0.009708,0.224657,0.000751,0.027365,9.992142,0,7.083125,0.017488,0.011493,0.432927,0.001448,0.032313,11.008326,0
0,0.003551,1.168606,0,0,1.520731,0.005069,0.003681,0.002033,0.012134,0.000041,0.00636,2.235267,0,2.070539,0.005117,0.003203,0.032758,0.00011,0.009085,3.219594,0
3,0.00495,1.682317,0,0,1.270238,0.004234,0.003198,0.002179,0.008194,0.000027,0.005226,1.85095,0,3.404397,0.008351,0.005411,0.118067,0.000395,0.014874,5.366656,0
0,0.005364,1.862705,0,0,1.352465,0.004508,0.003401,0.00236,0.009239,0.000031,0.00555,1.866626,0,2.926786,0.007437,0.005268,0.062686,0.00021,0.012702,4.552437,0
0,0.013959,3.894074,1,0,1.482131,0.00494,0.003702,0.002226,0.012658,0.000042,0.006496,2.145082,0,3.652177,0.009416,0.006659,0.103221,0.000345,0.017094,5.870584,0
2,0.031536,10.156834,2,0,2.810951,0.00937,0.006851,0.004396,0.045441,0.000152,0.012307,4.149042,0,4.418688,0.009976,0.003175,0.184643,0.000618,0.023588,7.048527,0
0,0.010405,3.545063,0,0,1.20357,0.004012,0.002924,0.001923,0.007211,0.000024,0.004903,1.709777,0,3.330724,0.008507,0.006051,0.093047,0.000311,0.014681,5.40489,0
0,0.004487,1.572517,0,0,1.407253,0.004691,0.003558,0.002584,0.009858,0.000033,0.005732,2.101929,0,2.521645,0.006297,0.004247,0.046952,0.000157,0.010894,3.858321,0
0,0.014909,5.00781,0,0,1.86203,0.006207,0.00474,0.003699,0.019362,0.000065,0.008034,2.960753,0,4.598337,0.011478,0.008041,0.16313,0.000546,0.020775,7.578912,0
0,0.00766,2.843087,0,0,1.811476,0.006038,0.00448,0.003177,0.01625,0.000054,0.00736,2.399959,0,2.625858,0.006652,0.004921,0.045088,0.000151,0.011602,4.142142,0
0,0.010638,3.741135,0,0,1.478077,0.004927,0.003714,0.002436,0.01084,0.000036,0.006011,2.050939,0,3.154973,0.007979,0.005477,0.071867,0.00024,0.013795,4.971071,0
0,0.004174,1.199975,0,0,1.603882,0.005346,0.004036,0.002774,0.013149,0.000044,0.006621,2.231346,0,2.270766,0.005683,0.0036,0.034943,0.000117,0.009783,3.406849,0
0,0.005175,1.682315,0,0,2.110613,0.007035,0.00511,0.003366,0.023024,0.000077,0.00876,3.117608,0,3.151988,0.007888,0.005325,0.067836,0.000227,0.013606,4.9044,0
0,0.004457,1.545061,0,0,1.184391,0.003948,0.00297,0.002016,0.006995,0.000023,0.004829,1.63135,0,1.934302,0.00477,0.003018,0.031504,0.000105,0.008592,2.980863,0
0,0.004228,1.423509,0,0,1.568827,0.005229,0.003971,0.002875,0.012839,0.000043,0.006542,2.305854,0,2.356429,0.005875,0.003877,0.039172,0.000131,0.010347,3.635284,0
0,0.00556,1.831346,0,0,1.458777,0.004863,0.003637,0.002413,0.011087,0.000037,0.006079,2.031343,0,2.307552,0.005836,0.003879,0.040476,0.000135,0.01055,3.497534,0
1,0.022842,8.152922,1,0,2.916746,0.009722,0.007125,0.004055,0.047535,0.000159,0.012588,4.619616,0,5.548818,0.013224,0.007229,0.267231,0.000894,0.025762,8.764215,0
0,0.015532,4.741123,1,0,1.536848,0.005123,0.003721,0.002244,0.01201,0.00004,0.006327,2.109776,0,3.550652,0.008695,0.005495,0.110361,0.000369,0.017655,5.574985,0
1,0.005406,1.878402,0,0,1.027277,0.003424,0.002526,0.001729,0.005241,0.000018,0.00418,1.341152,0,2.834039,0.007051,0.004864,0.070554,0.000236,0.012579,4.444108,0
0,0.004726,1.607816,0,0,1.760858,0.00587,0.004461,0.003054,0.016533,0.000055,0.007424,2.533298,0,2.401647,0.005965,0.003756,0.041256,0.000138,0.010645,3.61028,0
4,0.042569,16.172565,4,0,2.52973,0.008432,0.006493,0.004492,0.034545,0.000116,0.010731,4.029757,0,7.050515,0.017989,0.01198,0.361551,0.001209,0.031516,11.486805,0
7,0.048298,18.435296,7,0,3.368961,0.01123,0.008447,0.005739,0.057505,0.000192,0.013845,5.250016,0,8.739091,0.021742,0.01462,0.529081,0.00177,0.03923,14.297879,0
17,0.038705,14.686279,5,0,3.125015,0.010417,0.008021,0.005401,0.053253,0.000178,0.013323,4.755949,0,7.616734,0.019162,0.012747,0.39068,0.001307,0.033611,12.547779,0
15,0.043558,16.521577,3,0,3.386858,0.01129,0.008616,0.005896,0.058568,0.000196,0.013972,5.077392,0,7.630832,0.019663,0.01404,0.401422,0.001343,0.034408,12.621573,0
10,0.038235,14.462748,2,0,2.952378,0.009841,0.007455,0.00499,0.045883,0.000153,0.012367,4.357145,0,5.669411,0.014392,0.009894,0.247394,0.000827,0.025228,9.012786,0
5,0.025877,9.196076,1,0,2.993985,0.00998,0.007683,0.005149,0.046876,0.000157,0.0125,4.273811,0,4.037364,0.010178,0.006834,0.139164,0.000465,0.018085,6.359831,0
5,0.019805,6.803922,1,0,2.934478,0.009782,0.007455,0.004821,0.048009,0.000161,0.01265,4.339295,0,3.699,0.009278,0.006318,0.120925,0.000404,0.016857,5.764966,0
1,0.024172,8.83918,1,0,1.616575,0.005389,0.004117,0.002935,0.013797,0.000046,0.006782,2.274551,0,5.110189,0.012837,0.009505,0.199003,0.000666,0.022903,8.091665,0
1,0.032718,12.247077,1,0,4.571392,0.015238,0.011562,0.007626,0.113769,0.00038,0.019474,7.267866,0,6.325026,0.016209,0.011297,0.276271,0.000924,0.029131,10.236314,0
4,0.045339,15.972565,5,0,3.821285,0.012738,0.009578,0.006185,0.083511,0.000279,0.016684,5.708341,0,6.037812,0.014503,0.007788,0.28049,0.000938,0.027476,9.504552,0
4,0.027338,9.882375,1,0,4.303443,0.014345,0.01063,0.00702,0.111359,0.000372,0.019266,6.755965,0,5.807912,0.014764,0.010369,0.248797,0.000832,0.026743,9.348887,0
4,0.028579,10.282335,2,0,4.3927,0.014642,0.010838,0.006703,0.110863,0.000371,0.019224,6.898821,0,4.445103,0.010678,0.00564,0.158933,0.000532,0.020554,7.185029,0
3,0.028864,10.184318,1,0,4.196415,0.013988,0.010332,0.006568,0.104344,0.000349,0.01865,6.232153,0,7.478479,0.018396,0.011371,0.422918,0.001414,0.033669,12.038912,0
4,0.022892,8.278417,0,0,4.51785,0.01506,0.011354,0.007482,0.111147,0.000372,0.019248,6.696454,0,6.503711,0.016079,0.010969,0.344813,0.001153,0.029076,10.416001,0
4,0.015306,4.956861,0,0,4.720275,0.015734,0.01185,0.007613,0.115186,0.000385,0.019595,7.101212,0,5.844925,0.014376,0.009794,0.264883,0.000886,0.025916,9.241461,0
7,0.044597,17.156884,6,0,4.690375,0.015635,0.011602,0.006865,0.125461,0.00042,0.02045,7.607153,0,8.788448,0.022198,0.014761,0.518812,0.001735,0.039005,14.652434,0
12,0.036831,12.976487,6,0,5.243921,0.01748,0.012862,0.008542,0.154869,0.000518,0.022721,8.107163,0,6.877255,0.016819,0.011794,0.327199,0.001094,0.031188,10.935258,0
6,0.008508,2.80782,0,0,4.053528,0.013512,0.010342,0.006428,0.095557,0.00032,0.017847,6.226186,0,5.725798,0.014529,0.009358,0.294516,0.000985,0.026157,9.306321,0
1,0.020604,7.372517,0,0,1.909677,0.006366,0.004781,0.003291,0.019148,0.000064,0.007989,2.835326,0,5.196481,0.013435,0.009679,0.218525,0.000731,0.02338,8.567158,0
2,0.007199,2.399986,0,0,4.47607,0.01492,0.011017,0.00677,0.107178,0.000358,0.018901,7.059537,0,4.850123,0.012254,0.008225,0.229664,0.000768,0.022038,7.860528,0
16,0.018913,5.694098,0,0,3.618987,0.012063,0.009191,0.005875,0.075503,0.000253,0.015864,5.363108,0,5.631644,0.0141,0.008875,0.243101,0.000813,0.026152,8.807535,0
19,0.041226,15.494139,3,0,3.196399,0.010655,0.008378,0.005456,0.063457,0.000212,0.014544,4.946413,0,7.097374,0.017929,0.011872,0.419985,0.001405,0.031266,11.641956,0
0,0.009469,3.407812,0,0,0.971856,0.00324,0.002439,0.001696,0.004522,0.000015,0.003882,1.25496,0,2.750832,0.006815,0.004365,0.073907,0.000247,0.012968,4.39973,0
0,0.015718,5.764676,0,0,1.111216,0.003704,0.002825,0.001934,0.005917,0.00002,0.004441,1.57368,0,3.80009,0.009562,0.006101,0.143252,0.000479,0.017291,5.963178,0
1,0.012068,3.945062,0,0,1.486352,0.004955,0.003689,0.002379,0.011189,0.000037,0.006107,2.342592,0,3.818113,0.009754,0.007085,0.136391,0.000456,0.01766,6.028237,0
0,0.013525,4.854871,0,0,1.856545,0.006188,0.004685,0.003376,0.019125,0.000064,0.007984,2.75693,0,4.733534,0.011754,0.007761,0.233404,0.000781,0.021923,7.649859,0
0,0.043049,15.286233,7,0,1.099744,0.003666,0.002706,0.001918,0.006082,0.00002,0.004503,1.466112,0,4.658865,0.011703,0.007814,0.235369,0.000787,0.021843,7.6863,0
0,0.009886,3.607787,0,0,1.210176,0.004034,0.003069,0.002264,0.007532,0.000025,0.005011,1.83264,0,4.075894,0.010152,0.007026,0.191667,0.000641,0.018397,6.848533,0
1,0.033001,11.419591,2,0,1.091696,0.003639,0.00272,0.001866,0.005948,0.00002,0.004453,1.541808,0,5.0838,0.012953,0.008836,0.247932,0.000829,0.023072,8.278173,0
0,0.031541,11.674483,1,0,2.474373,0.008248,0.006304,0.004523,0.034063,0.000114,0.010656,3.858843,0,5.912685,0.014715,0.00914,0.266495,0.000891,0.026646,9.447052,0
3,0.018793,6.215653,0,0,1.39432,0.004648,0.003415,0.002211,0.010808,0.000036,0.006002,2.103552,0,5.660681,0.014089,0.008586,0.326041,0.00109,0.025123,9.114293,0
1,0.023883,8.533297,0,0,1.489856,0.004966,0.003681,0.00229,0.011731,0.000039,0.006253,2.235024,0,4.861342,0.012248,0.00881,0.189535,0.000634,0.021943,7.715502,0
2,0.038158,11.898015,5,0,1.661568,0.005539,0.004101,0.002922,0.015032,0.00005,0.007079,2.438208,0,6.04651,0.014875,0.009529,0.304588,0.001019,0.027749,9.60183,0
0,0.041774,13.031357,5,0,1.740368,0.005801,0.004311,0.002871,0.015505,0.000052,0.007189,2.621472,0,5.897512,0.015365,0.011038,0.311256,0.001041,0.027327,9.458014,0
2,0.019479,6.713693,0,0,1.326192,0.004421,0.003176,0.002,0.009916,0.000033,0.005749,2.043792,0,5.039807,0.012843,0.008604,0.271901,0.000909,0.023389,8.116025,0
3,0.010974,3.803875,0,0,1.239264,0.004131,0.003058,0.002105,0.008332,0.000028,0.00527,1.780848,0,4.216637,0.010711,0.007469,0.174322,0.000583,0.018867,6.897309,0
0,0.031337,10.152921,3,0,1.357984,0.004527,0.003429,0.002213,0.009538,0.000032,0.005638,1.860528,0,4.084526,0.010109,0.007085,0.177979,0.000595,0.01927,6.459651,0
