32.455444,0.108185,0.084253,0.065665,5.995944,0.020053,0.141374,49.166667,9.000000,192.000000,0
37.797172,0.125991,0.093287,0.059291,8.256335,0.027613,0.165895,61.393939,13.000000,197.000000,0
37.797172,0.125991,0.093287,0.059291,8.256335,0.027613,0.165895,61.393939,13.000000,197.000000,0
31.112121,0.103707,0.074834,0.048311,5.400928,0.018063,0.134176,47.977273,5.000000,187.000000,0
37.148205,0.123827,0.094254,0.062362,7.708238,0.025780,0.160294,59.512821,13.000000,191.000000,0
30.984789,0.103283,0.078844,0.055723,6.006223,0.020088,0.141495,47.591549,9.000000,200.000000,0
32.286169,0.107621,0.079628,0.049758,6.404844,0.021421,0.146115,50.000000,11.000000,192.000000,0
37.053947,0.123513,0.089410,0.055767,7.487430,0.025042,0.157981,58.802632,7.000000,196.000000,0
24.144727,0.080482,0.060674,0.042904,3.734555,0.012490,0.111573,39.818182,3.000000,192.000000,0
24.831111,0.082770,0.065554,0.060498,4.395638,0.014701,0.121046,40.546296,4.000000,200.000000,0
31.112121,0.103707,0.074834,0.048311,5.400928,0.018063,0.134176,47.977273,5.000000,187.000000,0
37.148205,0.123827,0.094254,0.062362,7.708238,0.025780,0.160294,59.512821,13.000000,191.000000,0
30.984789,0.103283,0.078844,0.055723,6.006223,0.020088,0.141495,47.591549,9.000000,200.000000,0
32.286169,0.107621,0.079628,0.049758,6.404844,0.021421,0.146115,50.000000,11.000000,192.000000,0
37.053947,0.123513,0.089410,0.055767,7.487430,0.025042,0.157981,58.802632,7.000000,196.000000,0
24.144727,0.080482,0.060674,0.042904,3.734555,0.012490,0.111573,39.818182,3.000000,192.000000,0
24.831111,0.082770,0.065554,0.060498,4.395638,0.014701,0.121046,40.546296,4.000000,200.000000,0
32.455444,0.108185,0.084253,0.065665,5.995944,0.020053,0.141374,49.166667,9.000000,192.000000,0
36.201333,0.120671,0.091958,0.062485,7.431441,0.024854,0.157390,58.533333,11.000000,197.000000,1
36.942525,0.123142,0.091831,0.059500,7.862635,0.026296,0.161891,60.939394,9.000000,206.000000,1
37.368000,0.124560,0.098187,0.080561,7.872277,0.026329,0.161990,58.018182,9.000000,190.000000,1
31.270202,0.104234,0.076471,0.053901,6.337676,0.021196,0.145346,48.696970,7.000000,194.000000,1
30.765435,0.102551,0.074608,0.047367,5.446145,0.018215,0.134736,45.565217,7.000000,199.000000,1
32.742642,0.109142,0.083767,0.059498,6.058254,0.020262,0.142106,49.150943,4.000000,185.000000,1
36.069091,0.120230,0.088845,0.061725,7.386777,0.024705,0.156916,55.036364,11.000000,194.000000,1
36.310549,0.121035,0.096668,0.070919,7.516311,0.025138,0.158286,57.109890,13.000000,198.000000,1
38.072500,0.126908,0.096156,0.063579,7.832051,0.026194,0.161576,58.640625,8.000000,192.000000,1
32.556712,0.108522,0.084991,0.053287,6.607606,0.022099,0.148409,51.315068,10.000000,187.000000,1
37.959007,0.126530,0.096156,0.066525,7.636142,0.025539,0.159542,62.329787,11.000000,200.000000,1
31.079710,0.103599,0.068530,0.033291,6.130417,0.020503,0.142950,47.057971,9.000000,187.000000,1
29.623902,0.098746,0.075021,0.052526,4.762825,0.015929,0.126000,47.524390,3.000000,207.000000,1
36.201333,0.120671,0.091958,0.062485,7.431441,0.024854,0.157390,58.533333,11.000000,197.000000,1
36.942525,0.123142,0.091831,0.059500,7.862635,0.026296,0.161891,60.939394,9.000000,206.000000,1
29.623902,0.098746,0.075021,0.052526,4.762825,0.015929,0.126000,47.524390,3.000000,207.000000,1
29.000000,0.096667,0.071301,0.041425,5.076509,0.016978,0.130083,47.923077,3.000000,203.000000,1
31.204643,0.104015,0.077997,0.065040,5.968855,0.019963,0.141054,46.410714,9.000000,176.000000,1
37.196620,0.123989,0.092810,0.058618,7.955720,0.026608,0.162847,59.478873,13.000000,198.000000,1
38.092394,0.126975,0.095318,0.061494,8.187489,0.027383,0.165202,63.788732,13.000000,219.000000,1
33.403939,0.111346,0.085219,0.058078,6.266895,0.020960,0.144533,53.530303,9.000000,195.000000,1
40.822857,0.136076,0.099452,0.063126,9.270000,0.031003,0.175784,63.250000,15.000000,189.000000,1
22.124074,0.073747,0.054311,0.026021,3.652968,0.012217,0.110347,33.555556,5.000000,175.000000,1
29.000000,0.096667,0.071301,0.041425,5.076509,0.016978,0.130083,47.923077,3.000000,203.000000,1
37.368000,0.124560,0.098187,0.080561,7.872277,0.026329,0.161990,58.018182,9.000000,190.000000,1
31.270202,0.104234,0.076471,0.053901,6.337676,0.021196,0.145346,48.696970,7.000000,194.000000,1
30.765435,0.102551,0.074608,0.047367,5.446145,0.018215,0.134736,45.565217,7.000000,199.000000,1
32.742642,0.109142,0.083767,0.059498,6.058254,0.020262,0.142106,49.150943,4.000000,185.000000,1
36.069091,0.120230,0.088845,0.061725,7.386777,0.024705,0.156916,55.036364,11.000000,194.000000,1
36.310549,0.121035,0.096668,0.070919,7.516311,0.025138,0.158286,57.109890,13.000000,198.000000,1
38.072500,0.126908,0.096156,0.063579,7.832051,0.026194,0.161576,58.640625,8.000000,192.000000,1
32.556712,0.108522,0.084991,0.053287,6.607606,0.022099,0.148409,51.315068,10.000000,187.000000,1
37.959007,0.126530,0.096156,0.066525,7.636142,0.025539,0.159542,62.329787,11.000000,200.000000,1
31.079710,0.103599,0.068530,0.033291,6.130417,0.020503,0.142950,47.057971,9.000000,187.000000,1
31.204643,0.104015,0.077997,0.065040,5.968855,0.019963,0.141054,46.410714,9.000000,176.000000,1
37.196620,0.123989,0.092810,0.058618,7.955720,0.026608,0.162847,59.478873,13.000000,198.000000,1
38.092394,0.126975,0.095318,0.061494,8.187489,0.027383,0.165202,63.788732,13.000000,219.000000,1
33.403939,0.111346,0.085219,0.058078,6.266895,0.020960,0.144533,53.530303,9.000000,195.000000,1
40.822857,0.136076,0.099452,0.063126,9.270000,0.031003,0.175784,63.250000,15.000000,189.000000,1
22.124074,0.073747,0.054311,0.026021,3.652968,0.012217,0.110347,33.555556,5.000000,175.000000,1
38.762448,0.129208,0.100440,0.079178,8.093249,0.027068,0.164248,63.768116,13.000000,222.000000,2
37.802270,0.126008,0.101478,0.072331,8.576182,0.028683,0.169078,57.425532,14.000000,186.000000,2
28.116667,0.093722,0.070384,0.050038,4.808473,0.016082,0.126603,43.163043,9.000000,193.000000,2
29.910909,0.099703,0.075084,0.053702,4.940386,0.016523,0.128328,45.159091,2.000000,184.000000,2
29.787190,0.099291,0.071671,0.047604,5.151187,0.017228,0.131037,47.911765,1.000000,201.000000,2
37.311136,0.124370,0.092188,0.063941,7.723178,0.025830,0.160449,59.824176,7.000000,198.000000,2
37.127863,0.123760,0.089253,0.058468,7.582766,0.025360,0.158984,58.551282,5.000000,197.000000,2
24.276190,0.080921,0.058161,0.022549,4.753260,0.015897,0.125874,35.892857,6.000000,184.000000,2
40.685517,0.135618,0.105728,0.077936,9.137666,0.030561,0.174525,66.362069,13.000000,207.000000,2
33.512500,0.111708,0.090380,0.067538,6.587891,0.022033,0.148188,50.671875,15.000000,186.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
17.464748,0.058216,0.039948,0.031749,2.901634,0.009704,0.098347,27.453237,3.000000,194.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.762448,0.129208,0.100440,0.079178,8.093249,0.027068,0.164248,63.768116,13.000000,222.000000,2
37.802270,0.126008,0.101478,0.072331,8.576182,0.028683,0.169078,57.425532,14.000000,186.000000,2
17.464748,0.058216,0.039948,0.031749,2.901634,0.009704,0.098347,27.453237,3.000000,194.000000,2
36.783768,0.122613,0.092855,0.060460,7.707498,0.025778,0.160286,57.739130,8.000000,188.000000,2
36.783768,0.122613,0.092855,0.060460,7.707498,0.025778,0.160286,57.739130,8.000000,188.000000,2
28.169444,0.093898,0.065350,0.032226,5.223010,0.017468,0.131947,44.283333,6.000000,182.000000,2
26.054516,0.086848,0.065391,0.042673,4.141321,0.013851,0.117492,40.870968,5.000000,191.000000,2
36.574328,0.121914,0.091619,0.059469,7.628547,0.025514,0.159463,58.044776,15.000000,205.000000,2
41.654194,0.138847,0.105826,0.076979,9.459726,0.031638,0.177574,65.161290,11.000000,194.000000,2
30.728966,0.102430,0.078605,0.050432,5.400598,0.018062,0.134172,49.586207,3.000000,198.000000,2
26.016854,0.086723,0.057435,0.030538,4.886031,0.016341,0.127620,38.606742,6.000000,188.000000,2
28.116667,0.093722,0.070384,0.050038,4.808473,0.016082,0.126603,43.163043,9.000000,193.000000,2
29.910909,0.099703,0.075084,0.053702,4.940386,0.016523,0.128328,45.159091,2.000000,184.000000,2
29.787190,0.099291,0.071671,0.047604,5.151187,0.017228,0.131037,47.911765,1.000000,201.000000,2
37.311136,0.124370,0.092188,0.063941,7.723178,0.025830,0.160449,59.824176,7.000000,198.000000,2
28.169444,0.093898,0.065350,0.032226,5.223010,0.017468,0.131947,44.283333,6.000000,182.000000,2
37.127863,0.123760,0.089253,0.058468,7.582766,0.025360,0.158984,58.551282,5.000000,197.000000,2
24.276190,0.080921,0.058161,0.022549,4.753260,0.015897,0.125874,35.892857,6.000000,184.000000,2
40.685517,0.135618,0.105728,0.077936,9.137666,0.030561,0.174525,66.362069,13.000000,207.000000,2
33.512500,0.111708,0.090380,0.067538,6.587891,0.022033,0.148188,50.671875,15.000000,186.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
26.054516,0.086848,0.065391,0.042673,4.141321,0.013851,0.117492,40.870968,5.000000,191.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
38.649600,0.128832,0.093157,0.066199,8.561152,0.028633,0.168929,55.880000,13.000000,175.000000,2
36.574328,0.121914,0.091619,0.059469,7.628547,0.025514,0.159463,58.044776,15.000000,205.000000,2
41.654194,0.138847,0.105826,0.076979,9.459726,0.031638,0.177574,65.161290,11.000000,194.000000,2
30.728966,0.102430,0.078605,0.050432,5.400598,0.018062,0.134172,49.586207,3.000000,198.000000,2
26.016854,0.086723,0.057435,0.030538,4.886031,0.016341,0.127620,38.606742,6.000000,188.000000,2
