39.078438,0.130261,0.100681,0.075626,8.186701,0.027380,0.165194,62.045045,13.000000,200.000000,24.927556,0.083092,0.060079,0.042756,3.852930,0.012886,0.113327,37.900000,3.000000,168.000000,32.400000,0.108000,0.081981,0.057675,5.860741,0.019601,0.139771,46.333333,4.000000,142.000000,31.727179,0.105757,0.078156,0.051846,6.186667,0.020691,0.143604,49.384615,4.000000,152.000000,39.697500,0.132325,0.097610,0.064665,8.723906,0.029177,0.170528,55.000000,8.000000,133.000000,35.191111,0.117304,0.090007,0.066343,6.331852,0.021177,0.145280,45.333333,5.000000,127.000000,41.333333,0.137778,0.105370,0.080425,9.925926,0.033197,0.181897,56.777778,21.000000,121.000000,32.455444,0.108185,0.084253,0.065665,5.995944,0.020053,0.141374,49.166667,9.000000,192.000000,0
34.757744,0.115859,0.084557,0.053038,6.601455,0.022078,0.148340,56.932331,11.000000,214.000000,42.866250,0.142887,0.107295,0.071458,9.734102,0.032556,0.180131,63.812500,24.000000,183.000000,38.242500,0.127475,0.095110,0.062698,8.573906,0.028675,0.169055,52.250000,10.000000,127.000000,53.373333,0.177911,0.133337,0.090763,14.731852,0.049270,0.221599,74.666667,18.000000,140.000000,44.221111,0.147404,0.111327,0.079707,10.578796,0.035381,0.187784,62.833333,20.000000,135.000000,44.910000,0.149700,0.110731,0.073322,9.742500,0.032584,0.180208,59.833333,8.000000,123.000000,36.662000,0.122207,0.091228,0.063052,7.447300,0.024907,0.157557,52.000000,7.000000,146.000000,37.797172,0.125991,0.093287,0.059291,8.256335,0.027613,0.165895,61.393939,13.000000,197.000000,0
34.757744,0.115859,0.084557,0.053038,6.601455,0.022078,0.148340,56.932331,11.000000,214.000000,42.866250,0.142887,0.107295,0.071458,9.734102,0.032556,0.180131,63.812500,24.000000,183.000000,38.242500,0.127475,0.095110,0.062698,8.573906,0.028675,0.169055,52.250000,10.000000,127.000000,53.373333,0.177911,0.133337,0.090763,14.731852,0.049270,0.221599,74.666667,18.000000,140.000000,44.221111,0.147404,0.111327,0.079707,10.578796,0.035381,0.187784,62.833333,20.000000,135.000000,44.910000,0.149700,0.110731,0.073322,9.742500,0.032584,0.180208,59.833333,8.000000,123.000000,36.662000,0.122207,0.091228,0.063052,7.447300,0.024907,0.157557,52.000000,7.000000,146.000000,37.797172,0.125991,0.093287,0.059291,8.256335,0.027613,0.165895,61.393939,13.000000,197.000000,0
33.582661,0.111942,0.082339,0.051576,6.510446,0.021774,0.147314,56.067265,10.000000,210.000000,36.734568,0.122449,0.093318,0.062600,7.400434,0.024751,0.157061,54.703704,7.000000,175.000000,40.110000,0.133700,0.101746,0.068791,8.750563,0.029266,0.170788,63.861111,15.000000,193.000000,31.185152,0.103951,0.078118,0.051232,5.596097,0.018716,0.136578,52.984848,8.000000,215.000000,40.403509,0.134678,0.103270,0.069368,8.999852,0.030100,0.173204,59.526316,19.000000,157.000000,31.536667,0.105122,0.078558,0.058557,5.660278,0.018931,0.137359,51.100000,5.000000,195.000000,22.368293,0.074561,0.056022,0.035036,3.637714,0.012166,0.110117,36.780488,5.000000,193.000000,31.112121,0.103707,0.074834,0.048311,5.400928,0.018063,0.134176,47.977273,5.000000,187.000000,0
45.826294,0.152754,0.117200,0.085743,11.105790,0.037143,0.192404,73.482234,31.000000,198.000000,36.767027,0.122557,0.092837,0.062486,7.499730,0.025083,0.158111,55.945946,11.000000,187.000000,38.524848,0.128416,0.093262,0.059918,8.116593,0.027146,0.164485,60.939394,12.000000,189.000000,43.371259,0.144571,0.107335,0.069555,9.986344,0.033399,0.182449,68.244444,21.000000,201.000000,29.828056,0.099427,0.072968,0.046683,5.036175,0.016843,0.129566,42.541667,6.000000,166.000000,30.518519,0.101728,0.076936,0.052122,5.430434,0.018162,0.134542,48.481481,7.000000,193.000000,28.526882,0.095090,0.067740,0.041946,5.318779,0.017789,0.133151,47.645161,11.000000,188.000000,37.148205,0.123827,0.094254,0.062362,7.708238,0.025780,0.160294,59.512821,13.000000,191.000000,0
41.771667,0.139239,0.107205,0.075825,9.941839,0.033250,0.182042,69.155405,17.000000,213.000000,37.366667,0.124556,0.093958,0.067646,7.827639,0.026179,0.161531,58.166667,9.000000,180.000000,39.395897,0.131320,0.101006,0.074668,8.658856,0.028959,0.169891,58.846154,20.000000,164.000000,34.022222,0.113407,0.089293,0.071709,6.841541,0.022881,0.151014,51.666667,13.000000,156.000000,35.433333,0.118111,0.087750,0.060219,6.711867,0.022448,0.149576,52.900000,7.000000,155.000000,42.870000,0.142900,0.107550,0.068112,9.201250,0.030773,0.175131,60.500000,32.000000,149.000000,28.857143,0.096190,0.072798,0.050124,6.280612,0.021005,0.144691,49.928571,17.000000,177.000000,30.984789,0.103283,0.078844,0.055723,6.006223,0.020088,0.141495,47.591549,9.000000,200.000000,0
33.650998,0.112170,0.083889,0.052437,6.189289,0.020700,0.143635,54.605096,9.000000,196.000000,38.896471,0.129655,0.097734,0.064146,8.081788,0.027029,0.164132,55.411765,11.000000,169.000000,41.567879,0.138560,0.103083,0.065166,9.314022,0.031151,0.176201,57.818182,9.000000,141.000000,29.770256,0.099234,0.071455,0.043203,4.964418,0.016603,0.128639,43.923077,2.000000,139.000000,43.465714,0.144886,0.109264,0.073463,10.374082,0.034696,0.185958,60.571429,18.000000,132.000000,39.125000,0.130417,0.095102,0.060630,7.734323,0.025867,0.160565,51.750000,20.000000,136.000000,9.586905,0.031956,0.025749,0.018811,1.288532,0.004309,0.065537,15.160714,3.000000,147.000000,32.286169,0.107621,0.079628,0.049758,6.404844,0.021421,0.146115,50.000000,11.000000,192.000000,0
40.731884,0.135773,0.099728,0.067183,8.478523,0.028356,0.168112,65.818841,14.000000,196.000000,43.413333,0.144711,0.106867,0.072670,9.620385,0.032175,0.179075,65.600000,11.000000,170.000000,24.562963,0.081877,0.058394,0.037298,4.011687,0.013417,0.115639,36.888889,5.000000,147.000000,33.609091,0.112030,0.081205,0.049382,6.283058,0.021014,0.144719,47.818182,4.000000,140.000000,37.485000,0.124950,0.091496,0.057569,7.754375,0.025934,0.160773,54.250000,6.000000,119.000000,41.621333,0.138738,0.102908,0.063803,9.081467,0.030373,0.173987,60.100000,10.000000,166.000000,23.469880,0.078233,0.057564,0.037268,3.871523,0.012948,0.113601,39.734940,8.000000,198.000000,37.053947,0.123513,0.089410,0.055767,7.487430,0.025042,0.157981,58.802632,7.000000,196.000000,0
35.546825,0.118489,0.090001,0.065249,6.860780,0.022946,0.151226,59.982143,7.000000,206.000000,32.088333,0.106961,0.082165,0.058751,5.772199,0.019305,0.138711,49.375000,6.000000,180.000000,34.111111,0.113704,0.085000,0.060023,6.850309,0.022911,0.151110,53.472222,10.000000,184.000000,31.218605,0.104062,0.076496,0.049904,5.451595,0.018233,0.134804,49.976744,8.000000,203.000000,38.402778,0.128009,0.096002,0.063682,7.992477,0.026731,0.163223,54.333333,14.000000,143.000000,14.695652,0.048986,0.032083,0.002195,2.045841,0.006842,0.082580,23.521739,2.000000,158.000000,28.436458,0.094788,0.074021,0.052448,5.884482,0.019681,0.140053,48.687500,11.000000,208.000000,24.144727,0.080482,0.060674,0.042904,3.734555,0.012490,0.111573,39.818182,3.000000,192.000000,0
28.728871,0.095763,0.079482,0.076500,6.048303,0.020228,0.141989,47.975510,11.000000,203.000000,28.756515,0.095855,0.068275,0.034272,5.083682,0.017002,0.130175,46.863636,7.000000,208.000000,41.947475,0.139825,0.104946,0.066741,9.370217,0.031339,0.176732,67.227273,17.000000,192.000000,34.479134,0.114930,0.094872,0.083755,7.121976,0.023819,0.154078,55.129870,14.000000,196.000000,32.838596,0.109462,0.088965,0.071111,6.247608,0.020895,0.144310,51.052632,5.000000,185.000000,30.604444,0.102015,0.079825,0.065734,5.754772,0.019247,0.138501,48.030303,8.000000,191.000000,28.228000,0.094093,0.075045,0.064139,5.735300,0.019182,0.138267,47.460000,9.000000,183.000000,24.831111,0.082770,0.065554,0.060498,4.395638,0.014701,0.121046,40.546296,4.000000,200.000000,0
