1503635152682936,baseline3,-2,-5,-1,0,-1,-1,-1,-1
1503635152698949,baseline3,-1,1,0,1,0,-1,0,0
1503635152698949,baseline3,-3,-3,-2,0,-2,-2,-1,-1
1503635152699949,baseline3,0,-1,1,0,0,1,0,1
1503635152699949,baseline3,0,-2,-3,-1,-1,0,-2,-1
1503635152720961,baseline3,-1,-3,-2,0,0,-1,-3,-2
1503635152720961,baseline3,0,0,1,-1,-1,1,1,1
1503635152721962,baseline3,-1,-2,-1,0,1,0,0,0
1503635152721962,baseline3,1,0,0,-1,-2,-1,-3,0
1503635152733969,baseline3,1,1,0,-1,-2,-3,0,0
1503635152733969,baseline3,-1,-6,-3,0,1,1,-1,-1
1503635152742975,baseline3,-3,-3,0,-2,-1,0,-1,0
1503635152742975,baseline3,1,7,0,0,-1,-1,-2,1
1503635152757985,baseline3,-1,-2,-1,-1,-2,0,-1,0
1503635152757985,baseline3,-1,1,0,1,-1,-2,-1,1
1503635152759986,baseline3,1,3,0,-1,-1,1,-1,0
1503635152759986,baseline3,-1,-2,0,0,-1,-1,-1,0
1503635152788005,baseline3,-1,-4,-1,0,-1,0,0,-1
1503635152788005,baseline3,-3,-5,-3,-1,-1,-1,-1,-2
1503635152790006,baseline3,0,-3,-2,1,-1,0,-1,0
1503635152790006,baseline3,0,-1,-1,-1,-2,-2,-1,0
1503635152794016,baseline3,0,0,-1,1,-2,0,-1,-1
1503635152794016,baseline3,-3,-2,-1,0,-1,1,-1,0
1503635152803015,baseline3,0,-1,-2,0,-1,-1,-2,-1
1503635152803015,baseline3,-2,-2,0,0,1,0,-2,1
1503635152818026,baseline3,0,0,0,-1,-1,0,-1,0
1503635152818026,baseline3,1,0,0,-1,-2,-1,2,0
1503635152820026,baseline3,-1,-4,-1,0,-1,-3,-3,-2
1503635152820026,baseline3,0,-1,0,-1,-1,-1,-1,1
1503635152841039,baseline3,-2,-4,-2,0,0,-1,-2,0
1503635152841039,baseline3,-6,-12,-4,-2,-2,-2,-2,-2
1503635152842040,baseline3,2,6,1,1,0,0,-1,1
1503635152842040,baseline3,-2,-2,-1,1,-1,0,0,0
1503635152854048,baseline3,0,-1,-1,0,0,-2,-1,-1
1503635152854048,baseline3,-1,-2,-1,-1,-1,-2,-1,0
1503635152863054,baseline3,-2,-4,-1,0,1,-2,-1,0
1503635152863054,baseline3,-1,-1,-2,-1,0,0,0,-2
1503635152878064,baseline3,-2,-2,-2,0,0,1,-1,1
1503635152878064,baseline3,2,6,3,1,0,0,-1,1
1503635152880066,baseline3,-2,-2,-1,0,-2,-1,0,0
1503635152880066,baseline3,0,1,-1,-1,-2,-2,0,0
1503635152908084,baseline3,-1,-3,-2,-2,-1,-1,-1,0
1503635152908084,baseline3,0,1,1,0,0,1,0,-1
1503635152910085,baseline3,0,-1,-3,1,0,0,-2,-1
1503635152910085,baseline3,-1,-3,-2,0,-1,0,0,0
1503635152914088,baseline3,-1,1,-2,-1,-2,-1,-4,0
1503635152914088,baseline3,-1,-1,-2,-1,-1,-1,-2,1
1503635152923093,baseline3,1,0,0,-1,-1,1,-1,0
1503635152923093,baseline3,-1,-4,-2,1,0,-1,-1,1
1503635152938104,baseline3,4,14,2,2,0,0,1,2
1503635152938104,baseline3,1,1,0,1,-1,-1,-2,-1
1503635152940105,baseline3,-2,0,0,0,0,1,1,0
1503635152940105,baseline3,1,0,0,1,0,-1,-2,-2
1503635152961119,baseline3,-2,-6,-1,0,-3,-1,-1,-1
1503635152961119,baseline3,-1,-1,-2,-1,-1,0,0,2
1503635152962119,baseline3,-1,0,0,-1,-1,0,0,1
1503635152962119,baseline3,-3,-4,-2,-1,-1,-1,-4,-2
1503635152974127,baseline3,0,-3,-2,0,0,1,-1,1
1503635152974127,baseline3,-1,-2,-1,-1,-2,0,-1,-1
1503635152984134,baseline3,0,-4,-1,-1,-2,-1,-3,-1
1503635152984134,baseline3,0,0,0,1,0,0,1,-1
1503635152998144,baseline3,1,2,0,1,0,0,-1,0
1503635152998144,baseline3,-1,0,0,-1,0,-1,-2,0
1503635153000145,baseline3,-2,-3,-2,-1,1,0,0,0
1503635153000145,baseline3,1,-1,0,0,-1,0,-1,1
1503635153020158,baseline3,1,-3,0,-2,-1,-1,-1,-2
1503635153020158,baseline3,0,0,-1,0,-2,-2,-2,-1
1503635153022158,baseline3,0,0,-2,0,0,-1,0,0
1503635153022158,baseline3,-2,-1,-2,0,-2,0,-1,0
1503635153043172,baseline3,-3,-9,-3,0,-2,0,1,-1
1503635153043172,baseline3,5,12,3,1,0,2,0,2
1503635153045173,baseline3,-2,-2,-1,0,0,0,-1,-1
1503635153045173,baseline3,-1,-1,-1,1,0,1,0,1
1503635153058182,baseline3,-1,-1,-2,0,-1,-2,-2,0
1503635153058182,baseline3,-5,-8,-3,0,-2,-3,1,-2
1503635153060184,baseline3,0,1,-2,-1,-1,1,-2,0
1503635153060184,baseline3,1,1,-1,1,-1,0,0,1
1503635153081197,baseline3,-1,-1,-1,1,0,0,-2,0
1503635153081197,baseline3,-1,-2,-2,0,0,1,-2,0
1503635153082198,baseline3,1,-1,-1,-2,-2,-1,-2,-1
1503635153082198,baseline3,-1,-3,-1,-1,-1,-1,-1,-2
1503635153103212,baseline3,0,-2,-1,0,-1,0,-1,0
1503635153103212,baseline3,0,1,-2,0,0,1,0,-1
1503635153104212,baseline3,-1,0,-1,-1,-2,-2,0,-1
1503635153104212,baseline3,-1,0,-1,-2,-1,-2,-2,1
1503635153118221,baseline3,-1,-1,0,0,1,0,0,0
1503635153118221,baseline3,-1,-1,-1,0,-1,0,-1,0
1503635153119223,baseline3,-1,-2,-1,1,-1,-1,-1,0
1503635153119223,baseline3,-1,-2,-3,-2,-2,-2,-3,0
1503635153140236,baseline3,3,14,4,1,-1,-1,2,2
1503635153140236,baseline3,-2,-3,-1,-1,-2,-1,-1,-1
1503635153142237,baseline3,1,-2,0,1,-1,0,-2,0
1503635153142237,baseline3,-2,-3,-1,0,-1,0,0,-2
1503635153163252,baseline3,-3,-6,-3,0,-3,-2,-3,-1
1503635153163252,baseline3,1,-1,-1,-1,0,-1,-3,0
1503635153164253,baseline3,0,0,0,-1,-1,1,3,0
1503635153164253,baseline3,0,0,-1,0,-1,0,-1,-1
1503635153177261,baseline3,-3,-4,-3,0,-2,-1,-4,-1
1503635153177261,baseline3,0,-1,0,1,0,-1,-2,1
1503635153184266,baseline3,-3,-4,-2,-2,-1,-1,-1,-1
1503635153184266,baseline3,-1,-3,-1,-2,1,0,-2,0
1503635153200276,baseline3,-1,-2,-2,1,1,-1,0,0
1503635153200276,baseline3,-2,-3,-2,0,-1,0,-1,-1
1503635153202278,baseline3,-1,-3,-2,2,0,1,-2,0
1503635153202278,baseline3,1,3,0,1,0,-2,-1,0
1503635153223292,baseline3,0,-1,-2,-1,-1,1,2,0
1503635153223292,baseline3,1,-3,-2,0,-2,0,-2,0
1503635153225292,baseline3,-4,-10,-3,1,-2,-1,-1,-1
1503635153225292,baseline3,0,3,1,0,-1,1,0,-1
1503635153238300,baseline3,-2,-3,-1,0,-2,0,-2,-1
1503635153238300,baseline3,-1,-1,0,0,-1,0,-1,0
1503635153246305,baseline3,-2,-1,-1,0,0,0,-2,0
1503635153246305,baseline3,-2,-3,-1,2,-2,-1,-1,0
1503635153260316,baseline3,-2,-4,-2,0,2,1,0,-2
1503635153260316,baseline3,0,-3,-1,0,-1,-1,2,0
1503635153262318,baseline3,1,2,0,1,-2,0,-1,0
1503635153262318,baseline3,0,-2,-2,-1,-1,-1,-2,0
1503635153290335,baseline3,-1,-1,-1,1,0,0,-2,-1
1503635153290335,baseline3,-1,-1,-2,0,-1,-1,-4,-1
1503635153292337,baseline3,-1,1,0,-1,-2,-2,1,1
1503635153292337,baseline3,-2,-2,-2,-2,0,0,-2,0
1503635153297339,baseline3,-1,-3,-2,0,-2,-2,-5,0
1503635153297339,baseline3,0,-1,-2,-1,-1,-2,1,0
1503635153304343,baseline3,1,1,-1,-1,-1,0,-1,1
1503635153304343,baseline3,-4,-12,-5,-3,-3,0,-1,-2
1503635153319353,baseline3,2,0,0,-2,-2,-1,-1,0
1503635153319353,baseline3,0,-2,-1,0,-1,0,-2,0
1503635153328359,baseline3,1,2,-1,0,0,-1,-1,1
1503635153328359,baseline3,0,-3,-2,-1,0,-1,0,1
1503635153343370,baseline3,-2,-2,-1,0,-1,0,0,0
1503635153343370,baseline3,-2,-3,-1,0,-1,-1,0,0
1503635153344370,baseline3,-1,-5,-2,-1,-2,0,-1,-1
1503635153344370,baseline3,-1,2,-1,1,-1,0,-1,0
1503635153365385,baseline3,-1,-1,-1,0,-1,0,-1,0
1503635153365385,baseline3,1,0,0,1,-1,2,-1,0
1503635153367386,baseline3,0,0,0,0,-1,0,-1,0
1503635153367386,baseline3,1,0,0,1,-1,0,1,0
1503635153380394,baseline3,-2,0,-1,0,0,0,0,-1
1503635153380394,baseline3,-2,-1,-2,-1,-1,0,1,-1
1503635153382398,baseline3,-2,-1,-1,0,-2,-2,-1,-2
1503635153382398,baseline3,1,0,-1,0,-1,-1,-2,1
1503635153403408,baseline3,-1,-5,-2,-1,-1,0,0,0
1503635153403408,baseline3,-6,-10,-4,0,-2,-3,-3,-1
1503635153404409,baseline3,1,2,1,1,-1,-1,0,0
1503635153404409,baseline3,0,0,1,1,0,0,2,2
1503635153417418,baseline3,1,0,0,0,1,-2,-3,-1
1503635153417418,baseline3,-1,-3,0,-2,-1,0,-2,-1
1503635153424423,baseline3,-1,-1,-1,-2,0,0,-3,-1
1503635153424423,baseline3,0,0,-1,1,-1,2,-1,-1
1503635153440433,baseline3,-2,-7,-2,0,-3,0,0,0
1503635153440433,baseline3,-1,1,0,1,0,0,0,1
1503635153442434,baseline3,-1,-2,-2,-1,1,0,0,1
1503635153442434,baseline3,-1,-1,0,-1,-2,-1,-2,0
1503635153463448,baseline3,1,-1,0,-1,0,-2,-2,-1
1503635153463448,baseline3,0,1,0,0,1,0,0,1
