59,59
57,57
35,38
65,68
74,78
73,75
46,47
58,61
74,74
66,69
69,70
72,69
68,68
77,77
75,79
69,66
45,48
61,65
61,69
51,50
35,39
21,24
16,11
16,27
13,6
17,10
25,11
21,23
14,22
54,39
66,45
25,20
49,29
43,44
38,63
61,31
46,51
46,61
74,48
37,74
58,74
71,80
46,65
55,66
43,56
59,78
64,86
11,10
10,14
8,12
9,20
13,18
15,15
19,27
8,22
12,18
21,33
24,40
38,32
32,43
47,30
43,31
59,45
34,30
35,48
27,36
56,50
45,56
35,50
51,53
55,57
30,33
19,22
24,25
62,58
60,71
37,60
35,35
57,58
46,57
49,34
16,8
7,16
22,31
20,17
17,24
19,23
12,15
18,21
22,26
21,24
25,25
20,24
22,21
45,55
27,26
30,37
23,25
17,18
20,23
20,18
17,19
20,25
15,17
15,19
16,25
64,69
16,15
15,18
16,19
19,19
49,50
46,42
59,65
47,45
70,68
47,53
50,54
52,50
46,46
41,45
42,39
48,49
43,34
70,72
37,38
66,83
63,72
43,44
54,37
45,49
44,54
29,31
15,11
13,14
24,9
32,14
22,10
17,16
12,13
20,12
14,15
31,13
21,5
13,13
66,20
47,13
65,10
68,12
45,8
38,11
61,11
51,10
45,14
76,9
83,9
79,5
56,57
49,50
13,11
47,15
33,12
30,7
20,11
19,9
25,15
25,14
23,11
34,69
14,47
21,49
22,48
64,15
48,46
78,70
90,50
61,45
50,48
37,64
2,2
7,16
13,11
3,7
11,5
11,6
9,7
10,6
10,6
7,5
15,9
14,12
3,9
2,8
4,5
8,14
19,28
34,35
26,20
16,8
15,15
32,30
12,7
17,25
11,21
12,6
27,31
16,19
49,50
32,32
41,43
45,44
15,10
42,34
11,11
40,46
10,7
8,6
12,13
15,9
12,7
11,5
11,17
11,7
7,12
32,32
10,3
20,20
16,14
18,18
23,27
14,10
80,79
45,41
16,21
78,86
17,16
21,21
14,9
17,18
14,15
48,52
43,48
40,41
22,17
25,25
26,20
50,52
56,55
83,83
51,51
11,16
56,55
23,32
6,8
43,46
88,86
87,82
80,86
90,90
79,82
49,26
64,59
71,78
35,40
48,46
16,17
13,14
17,15
12,13
29,31
12,74
17,67
10,91
7,22
8,96
16,74
15,68
10,79
8,8
9,12
7,85
5,90
11,61
32,27
25,75
18,27
35,74
17,38
16,18
9,10
12,29
17,25
6,7
13,84
9,11
14,16
9,11
11,8
17,17
16,53
17,16
10,15
11,11
4,14
8,11
15,78
7,10
17,15
9,12
11,77
12,13
17,84
5,11
13,83
9,16
3,18
9,79
7,59
50,22
50,48
23,16
65,28
58,41
71,45
49,20
56,44
14,15
95,47
93,29
75,37
89,43
31,30
50,44
20,11
70,37
53,23
38,22
82,27
24,9
12,11
7,5
27,16
75,34
65,69
38,61
64,49
83,66
26,22
47,65
22,22
36,24
82,16
55,20
44,9
64,67
55,21
55,19
75,16
91,10
65,13
59,16
35,12
72,23
30,30
29,29
41,37
26,48
46,37
47,46
29,30
53,56
73,67
84,87
49,86
87,78
91,67
74,70
84,81
100,81
47,46
95,97
90,89
50,43
80,79
83,69
78,94
50,49
87,85
33,32
30,29
29,29
27,27
46,46
36,35
68,68
47,46
78,76
95,84
51,50
78,72
98,99
72,72
73,86
74,74
59,58
47,44
86,86
46,46
37,38
71,71
92,89
89,87
66,63
65,70
49,47
52,50
32,30
27,29
28,28
25,29
24,27
18,18
65,70
24,28
22,23
52,47
48,48
32,35
39,44
30,33
42,50
26,30
42,50
51,49
19,23
47,48
51,51
25,24
54,47
48,48
30,24
19,18
14,20
15,20
47,49
32,21
24,26
27,31
29,30
57,58
70,70
34,32
36,38
52,53
27,31
45,38
50,42
38,49
29,32
50,52
50,51
71,68
66,66
54,58
48,46
50,52
57,61
57,57
35,34
42,36
67,65
16,28
15,22
16,32
11,19
14,22
12,22
16,27
18,22
13,16
13,18
22,24
14,21
16,23
27,34
68,46
38,53
43,51
46,49
49,59
72,62
28,34
67,51
42,52
64,61
51,61
65,42
77,57
49,75
65,52
64,59
72,43
51,69
47,61
45,61
24,28
37,49
15,26
12,16
16,23
65,59
60,46
21,24
20,26
65,60
50,53
31,41
20,30
25,38
20,22
18,19
17,16
16,20
18,26
16,22
38,29
21,30
23,33
62,48
60,48
57,64
39,49
45,62
32,40
21,31
52,33
37,55
24,31
40,51
45,63
29,48
52,64
43,61
37,61
28,56
36,55
49,61
27,41
32,65
37,55
45,69
7,6
13,8
13,12
8,7
8,7
5,6
6,9
7,9
8,6
7,7
48,40
85,82
48,46
84,49
87,85
17,27
90,82
81,83
89,74
47,50
87,83
87,82
90,88
88,88
84,90
85,83
81,78
88,89
83,79
13,11
11,9
7,8
77,83
11,6
48,52
5,8
9,5
9,10
9,10
50,49
48,40
45,46
77,75
69,76
83,87
44,47
85,87
84,84
89,95
85,91
78,80
96,91
95,96
100,96
12,12
97,99
93,97
98,100
98,100
