25,19
9,6
14,6
22,19
11,10
17,15
13,14
13,19
7,8
65,30
46,72
32,47
28,29
68,77
26,28
30,35
49,48
47,70
72,78
37,23
78,91
69,84
86,91
27,19
59,45
38,48
51,28
41,37
79,61
17,11
65,25
23,18
22,19
57,31
32,28
15,13
68,50
35,61
49,67
96,64
31,34
32,28
40,27
76,91
47,45
48,51
47,63
38,28
41,76
76,50
82,29
83,83
80,58
67,29
40,15
48,81
50,61
56,47
69,100
2,2
16,7
11,13
7,3
5,11
6,11
7,9
6,10
6,10
5,7
9,15
12,14
9,3
8,2
5,4
14,8
28,19
35,34
20,26
8,16
15,15
30,32
7,12
25,17
21,11
6,12
31,27
19,16
50,49
32,32
43,41
44,45
10,15
34,42
11,11
46,40
7,10
6,8
13,12
9,15
7,12
5,11
17,11
7,11
12,7
32,32
3,10
20,20
14,16
18,18
27,23
10,14
79,80
41,45
21,16
86,78
16,17
21,21
9,14
18,17
15,14
52,48
48,43
41,40
17,22
25,25
20,26
52,50
55,56
83,83
51,51
16,11
55,56
32,23
8,6
46,43
86,88
82,87
86,80
90,90
82,79
26,49
59,64
78,71
40,35
46,48
17,16
14,13
15,17
13,12
31,29
74,12
67,17
91,10
22,7
96,8
74,16
68,15
79,10
8,8
12,9
85,7
90,5
61,11
27,32
75,25
27,18
74,35
38,17
18,16
10,9
29,12
25,17
7,6
84,13
11,9
16,14
11,9
8,11
17,17
53,16
16,17
15,10
11,11
14,4
11,8
78,15
10,7
15,17
12,9
77,11
13,12
84,17
11,5
83,13
16,9
18,3
79,9
59,7
22,50
48,50
16,23
28,65
41,58
45,71
20,49
44,56
15,14
47,95
29,93
37,75
43,89
30,31
44,50
11,20
37,70
23,53
22,38
27,82
9,24
11,12
5,7
16,27
34,75
69,65
61,38
49,64
66,83
22,26
65,47
22,22
24,36
16,82
20,55
9,44
67,64
21,55
19,55
16,75
10,91
13,65
16,59
12,35
23,72
30,30
29,29
37,41
48,26
37,46
46,47
30,29
56,53
67,73
87,84
86,49
78,87
67,91
70,74
81,84
81,100
46,47
97,95
89,90
43,50
79,80
69,83
94,78
49,50
85,87
32,33
29,30
29,29
27,27
46,46
35,36
68,68
46,47
76,78
84,95
50,51
72,78
99,98
72,72
86,73
74,74
58,59
44,47
86,86
46,46
38,37
71,71
89,92
87,89
63,66
70,65
47,49
50,52
30,32
29,27
28,28
29,25
27,24
18,18
70,65
28,24
23,22
47,52
48,48
35,32
44,39
33,30
50,42
30,26
50,42
49,51
23,19
48,47
51,51
24,25
47,54
48,48
24,30
18,19
20,14
20,15
49,47
21,32
26,24
31,27
30,29
58,57
70,70
32,34
38,36
53,52
31,27
38,45
42,50
49,38
32,29
52,50
51,50
68,71
66,66
58,54
46,48
52,50
61,57
57,57
34,35
36,42
65,67
28,16
22,15
32,16
19,11
22,14
22,12
27,16
22,18
16,13
18,13
24,22
21,14
23,16
34,27
46,68
53,38
51,43
49,46
59,49
62,72
34,28
51,67
52,42
61,64
61,51
42,65
57,77
75,49
52,65
59,64
43,72
69,51
61,47
61,45
28,24
49,37
26,15
16,12
23,16
59,65
46,60
24,21
26,20
60,65
53,50
41,31
30,20
38,25
22,20
19,18
16,17
20,16
26,18
22,16
29,38
30,21
33,23
48,62
48,60
64,57
49,39
62,45
40,32
31,21
33,52
55,37
31,24
51,40
63,45
48,29
64,52
61,43
61,37
56,28
55,36
61,49
41,27
65,32
55,37
69,45
6,7
8,13
12,13
7,8
7,8
6,5
9,6
9,7
6,8
7,7
40,48
82,85
46,48
49,84
85,87
27,17
82,90
83,81
74,89
50,47
83,87
82,87
88,90
88,88
90,84
83,85
78,81
89,88
79,83
11,13
9,11
8,7
83,77
6,11
52,48
8,5
5,9
10,9
10,9
49,50
40,48
46,45
75,77
76,69
87,83
47,44
87,85
84,84
95,89
91,85
80,78
91,96
96,95
96,100
12,12
99,97
97,93
100,98
100,98
14,13
16,12
7,7
15,10
12,6
13,11
13,15
6,12
58,64
18,14
39,37
12,16
25,42
25,34
13,8
25,61
12,12
24,41
35,66
46,64
16,26
23,19
18,32
25,71
52,61
11,9
12,11
12,10
26,79
18,19
12,30
25,73
13,13
8,9
32,50
10,9
7,8
10,11
15,19
22,25
30,14
8,9
7,10
9,10
12,31
7,13
9,11
0,0
6,3
6,8
8,8
9,9
25,70
14,9
10,28
12,10
4,9
8,6
8,13
10,36
20,65
12,11
8,8
8,60
6,59
9,17
5,0
8,8
6,10
6,6
8,10
6,32
7,13
4,9
7,9
3,8
5,7
6,6
6,43
9,13
7,11
9,13
6,12
8,9
6,5
9,10
0,0
45,38
20,23
16,26
21,23
55,51
36,35
27,27
18,27
26,24
14,14
59,41
69,77
62,69
59,67
80,74
46,51
78,81
82,83
56,61
61,63
77,77
69,64
54,73
67,83
61,57
77,86
63,67
0,0
72,83
58,71
54,63
79,83
48,54
67,74
65,71
65,68
86,89
87,89
60,60
64,72
74,75
51,58
26,28
24,27
85,81
51,59
49,38
49,46
50,57
82,82
23,29
24,29
55,64
22,34
32,34
67,71
23,27
67,61
87,77
76,68
86,84
82,90
76,77
39,41
84,79
72,73
63,61
64,66
53,54
67,62
0,0
51,58
83,76
52,51
46,55
68,63
57,57
65,67
75,71
58,66
36,52
68,68
41,56
42,45
10,8
9,12
11,8
8,2
7,4
5,2
11,10
16,12
12,5
6,2
0,0
0,0
0,0
0,0
0,0
45,44
19,27
44,48
15,14
38,44
27,74
20,14
17,76
6,32
35,11
47,51
11,11
30,51
14,46
7,23
12,38
30,26
11,18
20,46
12,17
12,8
5,3
8,6
3,29
12,24
16,28
10,44
12,16
6,37
10,46
31,67
13,59
25,66
15,23
12,74
25,67
42,49
31,25
20,10
41,22
30,44
14,45
26,65
24,69
13,38
11,18
31,86
13,47
16,25
4,42
20,19
13,17
15,16
10,13
18,22
20,19
13,9
16,23
33,26
15,15
7,13
54,32
41,38
21,41
60,49
54,51
76,42
80,67
76,50
71,51
81,73
82,77
48,47
61,72
66,60
67,82
75,85
61,62
73,40
71,57
69,84
48,57
18,23
18,24
19,16
18,19
24,25
15,15
22,19
14,16
14,11
72,51
81,34
72,78
91,67
93,69
75,90
87,88
66,87
59,60
45,46
30,26
77,29
85,28
85,39
80,64
88,78
84,69
86,52
68,30
57,48
8,9
4,6
14,10
30,10
24,8
24,6
12,3
23,6
10,2
38,19
12,5
47,45
25,17
17,9
14,9
75,72
66,59
79,84
86,85
20,19
53,30
28,17
55,51
67,65
42,30
58,42
79,83
67,33
79,84
53,24
49,28
39,27
27,31
19,13
65,76
18,13
9,11
19,10
9,12
12,9
10,8
28,16
11,5
12,11
11,11
21,20
55,54
63,50
57,61
76,76
66,68
67,74
31,26
31,19
26,30
22,15
28,26
46,42
51,53
14,12
28,21
68,64
44,38
22,10
24,21
64,71
7,7
26,8
40,19
27,14
15,11
22,5
16,6
17,11
31,16
11,6
25,3
24,17
6,6
20,15
25,21
41,31
34,28
15,7
20,10
23,8
43,27
32,10
42,31
34,28
15,14
14,10
32,25
15,15
17,7
42,16
54,34
34,31
11,9
14,10
26,11
34,8
18,13
23,12
13,8
15,7
28,7
18,5
7,4
17,6
13,2
26,17
29,27
23,50
14,9
34,48
18,10
26,28
9,16
32,34
41,49
45,52
41,57
3,4
2,1
6,2
6,2
7,3
2,2
1,1
5,5
5,3
11,11
4,4
5,2
13,13
6,3
10,5
10,12
19,19
22,27
5,7
5,18
26,18
3,6
39,46
12,12
12,8
37,47
7,7
32,47
32,45
36,44
46,49
49,50
25,43
48,60
39,50
63,35
52,74
52,55
49,53
6,10
14,5
11,7
8,2
7,7
9,3
7,5
7,5
9,12
13,6
7,3
6,4
6,5
7,13
17,10
9,10
9,19
18,13
20,46
17,9
16,46
33,49
29,38
38,57
39,51
49,67
19,40
38,28
17,30
23,44
18,51
22,27
24,47
33,57
47,38
30,50
25,59
5,56
24,47
20,32
21,42
12,47
46,46
20,38
11,21
18,23
20,17
18,19
17,13
16,16
17,17
14,16
11,11
17,16
18,16
19,21
14,14
9,9
18,19
9,12
14,18
16,12
19,21
18,15
13,43
19,19
19,17
16,17
15,14
14,13
14,14
15,18
16,17
16,16
15,16
18,21
16,15
18,36
16,16
17,14
19,19
16,15
27,17
27,24
18,17
16,14
17,17
18,20
14,15
18,20
19,22
15,16
18,18
19,31
20,13
18,19
14,16
17,15
18,19
17,29
18,26
14,17
32,18
23,20
16,15
23,21
17,14
21,19
18,21
11,11
16,17
7,8
4,7
6,3
7,3
8,5
10,4
22,16
10,8
23,20
47,16
8,7
28,31
10,9
28,74
17,61
14,11
19,14
81,72
27,49
24,50
49,21
57,51
61,47
51,55
30,34
26,49
32,32
30,79
40,39
25,40
31,39
12,15
20,20
9,13
24,33
12,10
11,11
29,30
13,13
10,10
32,49
14,15
16,14
30,50
21,40
31,29
25,60
66,37
19,19
27,25
23,51
46,65
60,21
30,38
76,58
66,77
15,8
6,12
10,12
12,12
30,21
22,11
16,45
35,54
30,30
33,22
22,28
13,9
54,62
32,29
20,13
34,67
27,22
27,23
6,9
7,5
22,24
15,14
16,16
13,9
18,15
23,19
15,10
30,22
42,63
15,9
12,16
23,23
27,40
18,12
75,21
70,5
33,9
11,16
29,24
18,9
8,14
8,7
6,9
11,14
5,14
8,10
6,10
46,49
19,14
25,17
39,48
35,59
23,16
19,26
8,5
10,7
15,17
3,1
9,5
7,46
3,14
3,20
16,38
2,7
3,1
17,8
16,27
14,17
8,16
8,9
3,2
3,5
2,2
2,2
8,10
9,9
7,13
6,8
13,17
12,4
4,8
10,11
3,7
4,12
26,8
15,3
6,9
16,7
9,8
18,4
1,4
6,8
11,8
11,4
12,14
6,3
7,7
9,3
8,7
8,6
7,8
40,38
5,5
8,7
52,43
6,5
9,8
3,3
38,36
22,24
12,8
56,54
36,35
60,60
18,18
59,56
34,34
24,23
59,57
43,40
10,10
10,10
12,10
14,12
29,28
32,33
27,23
18,19
26,24
46,45
59,59
57,57
38,35
68,65
78,74
75,73
47,46
61,58
74,74
69,66
70,69
69,72
68,68
77,77
79,75
66,69
48,45
65,61
69,61
50,51
39,35
24,21
11,16
27,16
6,13
10,17
11,25
23,21
22,14
39,54
45,66
20,25
29,49
44,43
63,38
31,61
51,46
61,46
48,74
74,37
74,58
80,71
65,46
66,55
56,43
78,59
86,64
10,11
14,10
12,8
20,9
18,13
15,15
27,19
22,8
18,12
33,21
40,24
32,38
43,32
30,47
31,43
45,59
30,34
48,35
36,27
50,56
56,45
50,35
53,51
57,55
33,30
22,19
25,24
58,62
71,60
60,37
35,35
58,57
57,46
34,49
8,16
16,7
31,22
17,20
24,17
23,19
15,12
21,18
26,22
24,21
25,25
24,20
21,22
55,45
26,27
37,30
25,23
49,47
18,17
23,20
18,20
19,17
25,20
17,15
19,15
25,16
69,64
15,16
18,15
19,16
19,19
50,49
42,46
65,59
45,47
68,70
53,47
54,50
50,52
46,46
45,41
39,42
49,48
34,43
72,70
38,37
83,66
72,63
44,43
37,54
49,45
54,44
31,29
11,15
14,13
9,24
14,32
10,22
16,17
13,12
12,20
15,14
13,31
5,21
13,13
20,66
13,47
10,65
12,68
8,45
11,38
11,61
10,51
14,45
9,76
9,83
5,79
57,56
50,49
11,13
15,47
12,33
7,30
11,20
9,19
15,25
14,25
11,23
69,34
47,14
